item,stim_classname,directness,condition,context,target,subject1,object1,object2,subject2,year
64,value_financial,direct,congruent,"At the store Dad looked at the price tags of an orange and a pineapple, and saw that the price on a pineapple was lower.",an orange costs more than a pineapple.,Dad,an orange,a pineapple,,
64,value_financial,direct,incongruent,"At the store Dad looked at the price tags of an orange and a pineapple, and saw that the price on an orange was lower.",an orange costs more than a pineapple.,Dad,an orange,a pineapple,,
64,value_financial,direct,incongruent,"At the store Dad looked at the price tags of an orange and a pineapple, and saw that the price on a pineapple was lower.",a pineapple costs more than an orange.,Dad,an orange,a pineapple,,
65,value_financial,direct,congruent,"At the store Dad looked at the price tags of an orange and a dax, and saw that the price on an orange was lower.",a dax costs more than an orange.,Dad,an orange,a dax,,
65,value_financial,direct,congruent,"At the store Dad looked at the price tags of an orange and a dax, and saw that the price on a dax was lower.",an orange costs more than a dax.,Dad,an orange,a dax,,
65,value_financial,direct,incongruent,"At the store Dad looked at the price tags of an orange and a dax, and saw that the price on an orange was lower.",an orange costs more than a dax.,Dad,an orange,a dax,,
65,value_financial,direct,incongruent,"At the store Dad looked at the price tags of an orange and a dax, and saw that the price on a dax was lower.",a dax costs more than an orange.,Dad,an orange,a dax,,
66,value_financial,direct,congruent,"At the store Dad looked at the price tags of an orange and a blicket, and saw that the price on an orange was lower.",a blicket costs more than an orange.,Dad,an orange,a blicket,,
66,value_financial,direct,congruent,"At the store Dad looked at the price tags of an orange and a blicket, and saw that the price on a blicket was lower.",an orange costs more than a blicket.,Dad,an orange,a blicket,,
66,value_financial,direct,incongruent,"At the store Dad looked at the price tags of an orange and a blicket, and saw that the price on an orange was lower.",an orange costs more than a blicket.,Dad,an orange,a blicket,,
66,value_financial,direct,incongruent,"At the store Dad looked at the price tags of an orange and a blicket, and saw that the price on a blicket was lower.",a blicket costs more than an orange.,Dad,an orange,a blicket,,
67,value_financial,direct,congruent,"At the store Dad looked at the price tags of a pineapple and a dax, and saw that the price on a pineapple was lower.",a dax costs more than a pineapple.,Dad,a pineapple,a dax,,
67,value_financial,direct,congruent,"At the store Dad looked at the price tags of a pineapple and a dax, and saw that the price on a dax was lower.",a pineapple costs more than a dax.,Dad,a pineapple,a dax,,
67,value_financial,direct,incongruent,"At the store Dad looked at the price tags of a pineapple and a dax, and saw that the price on a pineapple was lower.",a pineapple costs more than a dax.,Dad,a pineapple,a dax,,
67,value_financial,direct,incongruent,"At the store Dad looked at the price tags of a pineapple and a dax, and saw that the price on a dax was lower.",a dax costs more than a pineapple.,Dad,a pineapple,a dax,,
68,value_financial,direct,congruent,"At the store Dad looked at the price tags of a pineapple and a blicket, and saw that the price on a pineapple was lower.",a blicket costs more than a pineapple.,Dad,a pineapple,a blicket,,
68,value_financial,direct,congruent,"At the store Dad looked at the price tags of a pineapple and a blicket, and saw that the price on a blicket was lower.",a pineapple costs more than a blicket.,Dad,a pineapple,a blicket,,
68,value_financial,direct,incongruent,"At the store Dad looked at the price tags of a pineapple and a blicket, and saw that the price on a pineapple was lower.",a pineapple costs more than a blicket.,Dad,a pineapple,a blicket,,
68,value_financial,direct,incongruent,"At the store Dad looked at the price tags of a pineapple and a blicket, and saw that the price on a blicket was lower.",a blicket costs more than a pineapple.,Dad,a pineapple,a blicket,,
69,value_financial,direct,congruent,"At the store Dad looked at the price tags of a dax and a blicket, and saw that the price on a dax was lower.",a blicket costs more than a dax.,Dad,a dax,a blicket,,
69,value_financial,direct,congruent,"At the store Dad looked at the price tags of a dax and a blicket, and saw that the price on a blicket was lower.",a dax costs more than a blicket.,Dad,a dax,a blicket,,
69,value_financial,direct,incongruent,"At the store Dad looked at the price tags of a dax and a blicket, and saw that the price on a dax was lower.",a dax costs more than a blicket.,Dad,a dax,a blicket,,
69,value_financial,direct,incongruent,"At the store Dad looked at the price tags of a dax and a blicket, and saw that the price on a blicket was lower.",a blicket costs more than a dax.,Dad,a dax,a blicket,,
0,value_subjective,indirect,congruent,Barack Obama gave Alice a choice of gifts between a thermos or a mug. Alice picked a thermos.,Alice valued a thermos more than a mug.,Alice,a thermos,a mug,Barack Obama,
0,value_subjective,indirect,congruent,Barack Obama gave Alice a choice of gifts between a thermos or a mug. Alice picked a mug.,Alice valued a mug more than a thermos.,Alice,a thermos,a mug,Barack Obama,
0,value_subjective,indirect,incongruent,Barack Obama gave Alice a choice of gifts between a thermos or a mug. Alice picked a thermos.,Alice valued a mug more than a thermos.,Alice,a thermos,a mug,Barack Obama,
0,value_subjective,indirect,incongruent,Barack Obama gave Alice a choice of gifts between a thermos or a mug. Alice picked a mug.,Alice valued a thermos more than a mug.,Alice,a thermos,a mug,Barack Obama,
1,value_subjective,indirect,congruent,Barack Obama gave Alice a choice of gifts between a thermos or a watch. Alice picked a thermos.,Alice valued a thermos more than a watch.,Alice,a thermos,a watch,Barack Obama,
1,value_subjective,indirect,congruent,Barack Obama gave Alice a choice of gifts between a thermos or a watch. Alice picked a watch.,Alice valued a watch more than a thermos.,Alice,a thermos,a watch,Barack Obama,
1,value_subjective,indirect,incongruent,Barack Obama gave Alice a choice of gifts between a thermos or a watch. Alice picked a thermos.,Alice valued a watch more than a thermos.,Alice,a thermos,a watch,Barack Obama,
1,value_subjective,indirect,incongruent,Barack Obama gave Alice a choice of gifts between a thermos or a watch. Alice picked a watch.,Alice valued a thermos more than a watch.,Alice,a thermos,a watch,Barack Obama,
2,value_subjective,indirect,congruent,Barack Obama gave Alice a choice of gifts between a thermos or a dax. Alice picked a thermos.,Alice valued a thermos more than a dax.,Alice,a thermos,a dax,Barack Obama,
2,value_subjective,indirect,congruent,Barack Obama gave Alice a choice of gifts between a thermos or a dax. Alice picked a dax.,Alice valued a dax more than a thermos.,Alice,a thermos,a dax,Barack Obama,
2,value_subjective,indirect,incongruent,Barack Obama gave Alice a choice of gifts between a thermos or a dax. Alice picked a thermos.,Alice valued a dax more than a thermos.,Alice,a thermos,a dax,Barack Obama,
2,value_subjective,indirect,incongruent,Barack Obama gave Alice a choice of gifts between a thermos or a dax. Alice picked a dax.,Alice valued a thermos more than a dax.,Alice,a thermos,a dax,Barack Obama,
3,value_subjective,indirect,congruent,Barack Obama gave Alice a choice of gifts between a thermos or a blicket. Alice picked a thermos.,Alice valued a thermos more than a blicket.,Alice,a thermos,a blicket,Barack Obama,
3,value_subjective,indirect,congruent,Barack Obama gave Alice a choice of gifts between a thermos or a blicket. Alice picked a blicket.,Alice valued a blicket more than a thermos.,Alice,a thermos,a blicket,Barack Obama,
3,value_subjective,indirect,incongruent,Barack Obama gave Alice a choice of gifts between a thermos or a blicket. Alice picked a thermos.,Alice valued a blicket more than a thermos.,Alice,a thermos,a blicket,Barack Obama,
3,value_subjective,indirect,incongruent,Barack Obama gave Alice a choice of gifts between a thermos or a blicket. Alice picked a blicket.,Alice valued a thermos more than a blicket.,Alice,a thermos,a blicket,Barack Obama,
4,value_subjective,indirect,congruent,Barack Obama gave Alice a choice of gifts between a mug or a watch. Alice picked a mug.,Alice valued a mug more than a watch.,Alice,a mug,a watch,Barack Obama,
4,value_subjective,indirect,congruent,Barack Obama gave Alice a choice of gifts between a mug or a watch. Alice picked a watch.,Alice valued a watch more than a mug.,Alice,a mug,a watch,Barack Obama,
