item,stim_classname,directness,condition,context,target,subject1,subject2,object1
116,helping_hindering,indirect,congruent,Barack Obama and Mom are playing a game which requires them to score a goal while avoiding spikes. Barack Obama is helping Mom in this game.,Barack Obama is removing the spikes from Mom's way.,Barack Obama,Mom,spikes
116,helping_hindering,indirect,congruent,Barack Obama and Mom are playing a game which requires them to score a goal while avoiding spikes. Barack Obama is hindering Mom in this game.,Barack Obama is placing the spikes in Mom’s way.,Barack Obama,Mom,spikes
116,helping_hindering,indirect,incongruent,Barack Obama and Mom are playing a game which requires them to score a goal while avoiding spikes. Barack Obama is helping Mom in this game.,Barack Obama is placing the spikes in Mom’s way.,Barack Obama,Mom,spikes
116,helping_hindering,indirect,incongruent,Barack Obama and Mom are playing a game which requires them to score a goal while avoiding spikes. Barack Obama is hindering Mom in this game.,Barack Obama is removing the spikes from Mom's way.,Barack Obama,Mom,spikes
117,helping_hindering,indirect,congruent,Barack Obama and Mom are playing a game which requires them to score a goal while avoiding daxes. Barack Obama is helping Mom in this game.,Barack Obama is removing the daxes from Mom's way.,Barack Obama,Mom,daxes
117,helping_hindering,indirect,congruent,Barack Obama and Mom are playing a game which requires them to score a goal while avoiding daxes. Barack Obama is hindering Mom in this game.,Barack Obama is placing the daxes in Mom’s way.,Barack Obama,Mom,daxes
117,helping_hindering,indirect,incongruent,Barack Obama and Mom are playing a game which requires them to score a goal while avoiding daxes. Barack Obama is helping Mom in this game.,Barack Obama is placing the daxes in Mom’s way.,Barack Obama,Mom,daxes
117,helping_hindering,indirect,incongruent,Barack Obama and Mom are playing a game which requires them to score a goal while avoiding daxes. Barack Obama is hindering Mom in this game.,Barack Obama is removing the daxes from Mom's way.,Barack Obama,Mom,daxes
118,helping_hindering,indirect,congruent,Barack Obama and Mom are playing a game which requires them to score a goal while avoiding blickets. Barack Obama is helping Mom in this game.,Barack Obama is removing the blickets from Mom's way.,Barack Obama,Mom,blickets
118,helping_hindering,indirect,congruent,Barack Obama and Mom are playing a game which requires them to score a goal while avoiding blickets. Barack Obama is hindering Mom in this game.,Barack Obama is placing the blickets in Mom’s way.,Barack Obama,Mom,blickets
118,helping_hindering,indirect,incongruent,Barack Obama and Mom are playing a game which requires them to score a goal while avoiding blickets. Barack Obama is helping Mom in this game.,Barack Obama is placing the blickets in Mom’s way.,Barack Obama,Mom,blickets
118,helping_hindering,indirect,incongruent,Barack Obama and Mom are playing a game which requires them to score a goal while avoiding blickets. Barack Obama is hindering Mom in this game.,Barack Obama is removing the blickets from Mom's way.,Barack Obama,Mom,blickets
119,helping_hindering,indirect,congruent,Barack Obama and Dad are playing a game which requires them to score a goal while avoiding obstacles. Barack Obama is helping Dad in this game.,Barack Obama is removing the obstacles from Dad's way.,Barack Obama,Dad,obstacles
119,helping_hindering,indirect,congruent,Barack Obama and Dad are playing a game which requires them to score a goal while avoiding obstacles. Barack Obama is hindering Dad in this game.,Barack Obama is placing the obstacles in Dad’s way.,Barack Obama,Dad,obstacles
119,helping_hindering,indirect,incongruent,Barack Obama and Dad are playing a game which requires them to score a goal while avoiding obstacles. Barack Obama is helping Dad in this game.,Barack Obama is placing the obstacles in Dad’s way.,Barack Obama,Dad,obstacles
119,helping_hindering,indirect,incongruent,Barack Obama and Dad are playing a game which requires them to score a goal while avoiding obstacles. Barack Obama is hindering Dad in this game.,Barack Obama is removing the obstacles from Dad's way.,Barack Obama,Dad,obstacles
120,helping_hindering,indirect,congruent,Barack Obama and Dad are playing a game which requires them to score a goal while avoiding objects. Barack Obama is helping Dad in this game.,Barack Obama is removing the objects from Dad's way.,Barack Obama,Dad,objects
120,helping_hindering,indirect,congruent,Barack Obama and Dad are playing a game which requires them to score a goal while avoiding objects. Barack Obama is hindering Dad in this game.,Barack Obama is placing the objects in Dad’s way.,Barack Obama,Dad,objects
120,helping_hindering,indirect,incongruent,Barack Obama and Dad are playing a game which requires them to score a goal while avoiding objects. Barack Obama is helping Dad in this game.,Barack Obama is placing the objects in Dad’s way.,Barack Obama,Dad,objects
120,helping_hindering,indirect,incongruent,Barack Obama and Dad are playing a game which requires them to score a goal while avoiding objects. Barack Obama is hindering Dad in this game.,Barack Obama is removing the objects from Dad's way.,Barack Obama,Dad,objects
121,helping_hindering,indirect,congruent,Barack Obama and Dad are playing a game which requires them to score a goal while avoiding blocks. Barack Obama is helping Dad in this game.,Barack Obama is removing the blocks from Dad's way.,Barack Obama,Dad,blocks
121,helping_hindering,indirect,congruent,Barack Obama and Dad are playing a game which requires them to score a goal while avoiding blocks. Barack Obama is hindering Dad in this game.,Barack Obama is placing the blocks in Dad’s way.,Barack Obama,Dad,blocks
121,helping_hindering,indirect,incongruent,Barack Obama and Dad are playing a game which requires them to score a goal while avoiding blocks. Barack Obama is helping Dad in this game.,Barack Obama is placing the blocks in Dad’s way.,Barack Obama,Dad,blocks
121,helping_hindering,indirect,incongruent,Barack Obama and Dad are playing a game which requires them to score a goal while avoiding blocks. Barack Obama is hindering Dad in this game.,Barack Obama is removing the blocks from Dad's way.,Barack Obama,Dad,blocks
122,helping_hindering,indirect,congruent,Barack Obama and Dad are playing a game which requires them to score a goal while avoiding cubes. Barack Obama is helping Dad in this game.,Barack Obama is removing the cubes from Dad's way.,Barack Obama,Dad,cubes
122,helping_hindering,indirect,congruent,Barack Obama and Dad are playing a game which requires them to score a goal while avoiding cubes. Barack Obama is hindering Dad in this game.,Barack Obama is placing the cubes in Dad’s way.,Barack Obama,Dad,cubes
122,helping_hindering,indirect,incongruent,Barack Obama and Dad are playing a game which requires them to score a goal while avoiding cubes. Barack Obama is helping Dad in this game.,Barack Obama is placing the cubes in Dad’s way.,Barack Obama,Dad,cubes
122,helping_hindering,indirect,incongruent,Barack Obama and Dad are playing a game which requires them to score a goal while avoiding cubes. Barack Obama is hindering Dad in this game.,Barack Obama is removing the cubes from Dad's way.,Barack Obama,Dad,cubes
123,helping_hindering,indirect,congruent,Barack Obama and Dad are playing a game which requires them to score a goal while avoiding spikes. Barack Obama is helping Dad in this game.,Barack Obama is removing the spikes from Dad's way.,Barack Obama,Dad,spikes
123,helping_hindering,indirect,congruent,Barack Obama and Dad are playing a game which requires them to score a goal while avoiding spikes. Barack Obama is hindering Dad in this game.,Barack Obama is placing the spikes in Dad’s way.,Barack Obama,Dad,spikes
123,helping_hindering,indirect,incongruent,Barack Obama and Dad are playing a game which requires them to score a goal while avoiding spikes. Barack Obama is helping Dad in this game.,Barack Obama is placing the spikes in Dad’s way.,Barack Obama,Dad,spikes
123,helping_hindering,indirect,incongruent,Barack Obama and Dad are playing a game which requires them to score a goal while avoiding spikes. Barack Obama is hindering Dad in this game.,Barack Obama is removing the spikes from Dad's way.,Barack Obama,Dad,spikes
124,helping_hindering,indirect,congruent,Barack Obama and Dad are playing a game which requires them to score a goal while avoiding daxes. Barack Obama is helping Dad in this game.,Barack Obama is removing the daxes from Dad's way.,Barack Obama,Dad,daxes
124,helping_hindering,indirect,congruent,Barack Obama and Dad are playing a game which requires them to score a goal while avoiding daxes. Barack Obama is hindering Dad in this game.,Barack Obama is placing the daxes in Dad’s way.,Barack Obama,Dad,daxes
124,helping_hindering,indirect,incongruent,Barack Obama and Dad are playing a game which requires them to score a goal while avoiding daxes. Barack Obama is helping Dad in this game.,Barack Obama is placing the daxes in Dad’s way.,Barack Obama,Dad,daxes
124,helping_hindering,indirect,incongruent,Barack Obama and Dad are playing a game which requires them to score a goal while avoiding daxes. Barack Obama is hindering Dad in this game.,Barack Obama is removing the daxes from Dad's way.,Barack Obama,Dad,daxes
125,helping_hindering,indirect,congruent,Barack Obama and Dad are playing a game which requires them to score a goal while avoiding blickets. Barack Obama is helping Dad in this game.,Barack Obama is removing the blickets from Dad's way.,Barack Obama,Dad,blickets
125,helping_hindering,indirect,congruent,Barack Obama and Dad are playing a game which requires them to score a goal while avoiding blickets. Barack Obama is hindering Dad in this game.,Barack Obama is placing the blickets in Dad’s way.,Barack Obama,Dad,blickets
